Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,Lucro,Valor Previsto,Valor Real,Diferença
Venda por percentual de diferença (0),,1020.1514248921848,,20.151424892184764,[27461.76607177],27400.06,[61.70607177]
Compra (1),27362.25,0.0,0.03728317023973485,,,,
(no final do período 2),,0.0,,x,[27461.76607177],27320.23,[141.53607177]
(no final do período 3),,0.0,,x,[27461.76607177],27327.56,[134.20607177]
Venda por percentual de diferença (4),,1021.7158267154441,,21.71582671544411,[27461.76607177],27404.21,[57.55607177]
Compra (0),27408.95,0.0,0.037276722629485774,,,,
Venda por percentual de diferença (1),,1023.0037374822929,,23.003737482292877,[27485.20427008],27443.5,[41.70427008]
Compra (2),27463.4,0.0,0.03724971188863334,,,,
(no final do período 3),,0.0,,x,[27485.20427008],27426.46,[58.74427008]
Venda por prejuizo (4),,1019.1521172730081,,19.152117273008116,[27485.20427008],27360.0,[125.20427008]
Compra (0),27363.52,0.0,0.037244920144521174,,,,
Venda por prejuizo (1),,1015.3713854291376,,15.371385429137604,[27434.98923719],27262.01,[172.97923719]
Compra (2),27310.43,0.0,0.03717888679999318,,,,
Venda por percentual de diferença (3),,1016.6503391350575,,16.650339135057493,[27434.98923719],27344.83,[90.15923719]
Compra (4),27353.97,0.0,0.03716646392224081,,,,
(no final do período 0),,0.0,,x,[27384.96703765],27310.0,[74.96703765]
(no final do período 1),,0.0,,x,[27384.96703765],27336.8,[48.16703765]
Venda (2),,1020.3450573135674,,20.345057313567395,[27384.96703765],27453.38,[-68.41296235]
Compra (3),27443.28,0.0,0.037180142363214874,,,,
(no final do período 4),,0.0,,x,[27384.96703765],27387.1,[-2.13296235]
(no final do período 0),,0.0,,x,[27463.56875704],27412.14,[51.42875704]
(no final do período 1),,0.0,,x,[27463.56875704],27437.53,[26.03875704]
(no final do período 2),,0.0,,x,[27463.56875704],27430.0,[33.56875704]
(no final do período 3),,0.0,,x,[27463.56875704],27408.9,[54.66875704]
(no final do período 4),,0.0,,x,[27463.56875704],27430.43,[33.13875704]
(no final do período 0),,0.0,,x,[27458.39683502],27415.45,[42.94683502]
